amplitude
0.00000000
0.40460213
0.73622948
0.93917196
0.98770154
0.89095932
0.68889576
0.44059664
0.20836301
0.04196714
-0.03270234
-0.01777707
0.06036705
0.16123957
0.24343978
0.27695117
0.25102139
0.17560828
0.07638807
-0.01474754
-0.07051002
-0.07690444
-0.03716277
0.03011271
0.09776493
0.13947830
0.13862147
0.09365664
0.01840335
-0.06285827
-0.12377605
-0.14500466
-0.12094973
-0.06190863
0.00916351
0.06427156
0.07992701
0.04547587
-0.03262534
-0.13217792
-0.22205382
-0.27246577
-0.26549264
-0.20241714
-0.10527397
-0.01170372
0.03573636
0.00286092
-0.12416985
-0.33192857
-0.58027689
-0.81073576
-0.96073412
-0.98001317
-0.84469811
-0.56505341
-0.18459168
0.22944559
0.60183947
0.86725115
0.98547304
0.95008631
0.78836733
0.55269385
0.30600507
0.10541521
-0.01155399
-0.03455098
0.01991850
0.11611139
0.21135920
0.26925743
0.26987083
0.21417409
0.12179804
0.02319831
-0.05101270
-0.08010035
-0.05949691
-0.00153354
0.06937971
0.12536329
0.14455117
0.11832797
0.05399425
-0.02794401
-0.10090483
-0.14138532
-0.13709261
-0.09133244
-0.02215177
0.04355567
0.07910716
0.06729580
0.00676219
-0.08676885
-0.18502046
-0.25623556
-0.27602530
-0.23652385
-0.15074586
-0.05040656
0.02256605
0.02861023
-0.05641021
-0.23163160
-0.46823606
-0.71444615
-0.90752486
-0.98975519
-0.92410226
-0.70519152
-0.36241670
0.04589686
0.44589527
0.76569257
0.95234861
0.98386090
0.87308851
0.66275659
0.41312713
0.18587442
0.02862758
-0.03570508
-0.01220603
0.07063034
0.17154324
0.24980693
0.27719817
0.24524419
0.16593474
0.06611938
-0.02230513
-0.07314204
-0.07417212
-0.03047580
0.03803309
0.10383757
0.14130741
0.13529180
0.08602302
0.00878646
-0.07146385
-0.12871723
-0.14487233
-0.11606820
-0.05424581
0.01664268
0.06860257
0.07916879
0.03941779
-0.04231994
-0.14246227
-0.22948827
-0.27440524
-0.26108996
-0.19310124
-0.09451154
-0.00406918
0.03593935
-0.00697008
-0.14388895
-0.35832183
-0.60761587
-0.83210002
-0.96976990
-0.97265573
-0.82037763
-0.52703428
-0.13932736
0.27379035
0.63731684
0.88800134
0.98904673
0.93787938
0.76507363
0.52495051
0.28061893
0.08766122
-0.01910998
-0.03241631
0.02866144
0.12697006
0.21988822
0.27236999
0.26663287
0.20588171
0.11136297
0.01407270
-0.05601215
-0.07969538
-0.05430514
0.00621009
0.07662387
0.12928750
0.14351140
0.11239359
0.04490668
-0.03737069
-0.10773940
-0.14357401
-0.13416290
-0.08457041
-0.01418818
0.04962176
0.08076402
0.06350552
-0.00162390
-0.09722258
-0.19413345
-0.26086396
-0.27442262
-0.22908804
-0.14011110
-0.04080385
0.02652941
0.02341235
-0.07193702
-0.25562523
-0.49596647
-0.73932396
-0.92271829
-0.98999065
-0.90715419
-0.67263796
-0.31943002
0.09169199
0.48620761
0.79352595
0.96362272
0.97826908
0.85398219
0.63611301
0.38590467
0.16421737
0.01640720
-0.03763839
-0.00589856
0.08114121
0.18160946
0.25559908
0.27676714
0.23892886
0.15603850
0.05600119
-0.02940988
-0.07518820
-0.07092864
-0.02352859
0.04587525
0.10952164
0.14256971
0.13140800
0.07803373
-0.00086861
-0.07977711
-0.13313297
-0.14415709
-0.11074206
-0.04642728
0.02393441
0.07246520
0.07782156
0.03285685
-0.05224689
-0.15261087
-0.23644642
-0.27567946
-0.25606661
-0.18345289
-0.08387848
0.00293431
0.03512986
-0.01793590
-0.16453243
-0.38511465
-0.63462653
-0.85238308
-0.97714471
-0.96339440
-0.79433005
-0.48786118
-0.09375254
0.31752870
0.67141364
0.90691824
0.99075064
0.92416996
0.74093523
0.49712986
0.25583495
0.07094017
-0.02553364
-0.02936828
0.03787937
0.13779710
0.22796729
0.27481896
0.26276696
0.19721083
0.10091301
0.00528092
-0.06046048
-0.07872110
-0.04872442
0.01402981
0.08360697
0.13270307
0.14188732
0.10599556
0.03563142
-0.04664610
-0.11413389
-0.14518058
-0.13070401
-0.07751055
-0.00625992
0.05532962
0.08186101
0.05914780
