amplitude
0.00000000
0.40282944
0.73299974
0.93504290
0.98334489
0.88701132
0.68582417
0.43861660
0.20742017
0.04178807
-0.03251044
-0.01760746
0.06022552
0.16066594
0.24248938
0.27581174
0.24993480
0.17478417
0.07593677
-0.01484366
-0.07038033
-0.07673714
-0.03713471
0.02989933
0.09731788
0.13891148
0.13811365
0.09338706
0.01848598
-0.06241934
-0.12309458
-0.14427999
-0.12040374
-0.06171193
0.00895207
0.06373174
0.07926002
0.04494702
-0.03276745
-0.13178066
-0.22111255
-0.27113058
-0.26402508
-0.20110799
-0.10434582
-0.01122826
0.03587919
0.00296596
-0.12370721
-0.33072596
-0.57808751
-0.80754490
-0.95680022
-0.97583827
-0.84093144
-0.56235023
-0.18346283
0.22875521
0.59941172
0.86347900
0.98097246
0.94555859
0.78444691
0.54981993
0.30434735
0.10486903
-0.01130675
-0.03393613
0.02048700
0.11633194
0.21109944
0.26855668
0.26889407
0.21313658
0.12088687
0.02251558
-0.05146917
-0.08041633
-0.05979176
-0.00190095
0.06891791
0.12487334
0.14416715
0.11820199
0.05423413
-0.02732718
-0.10001970
-0.14044311
-0.13635239
-0.09102405
-0.02240001
0.04278102
0.07799754
0.06616148
0.00595117
-0.08696791
-0.18446264
-0.25496484
-0.27426514
-0.23461321
-0.14903759
-0.04915720
0.02328207
0.02893468
-0.05615025
-0.23101440
-0.46687236
-0.71210817
-0.90423999
-0.98583575
-0.92009938
-0.70178185
-0.36024904
0.04635593
0.44447700
0.76257273
0.94801305
0.97899879
0.86844090
0.65895861
0.41058272
0.18469262
0.02863209
-0.03490083
-0.01108274
0.07162188
0.17208143
0.24975097
0.27658454
0.24423656
0.16474859
0.06494748
-0.02334332
-0.07401431
-0.07491138
-0.03113485
0.03742963
0.10332401
0.14097716
0.13526563
0.08639603
0.00957327
-0.07036402
-0.12751952
-0.14386426
-0.11553562
-0.05438733
0.01578645
0.06718113
0.07750151
0.03792278
-0.04323053
-0.14249209
-0.22853970
-0.27260998
-0.25877562
-0.19070086
-0.09244001
-0.00260135
0.03675316
-0.00661548
-0.14360577
-0.35764249
-0.60613732
-0.82961947
-0.96637270
-0.96872852
-0.81653950
-0.52400102
-0.13774257
0.27351395
0.63510473
0.88414496
0.98414452
0.93270617
0.76041196
0.52142609
0.27858027
0.08713024
-0.01840887
-0.03096183
0.03031814
0.12833640
0.22062864
0.27235112
0.26591119
0.20464606
0.10985546
0.01251484
-0.05746668
-0.08097139
-0.05538368
0.00533181
0.07597017
0.12892148
0.14352255
0.11285891
0.04583953
-0.03606299
-0.10626941
-0.14224774
-0.13331455
-0.08447349
-0.01496839
0.04804425
0.07868134
0.06137010
-0.00330076
-0.09799652
-0.19374323
-0.25930425
-0.27195047
-0.22615787
-0.13725342
-0.03847983
0.02805698
0.02415441
-0.07169771
-0.25541556
-0.49526386
-0.73771893
-0.92005352
-0.98643656
-0.90319737
-0.66898217
-0.31683330
0.09260283
0.48509706
0.79044264
0.95900074
0.97283739
0.84860534
0.63160372
0.38285482
0.16288758
0.01669856
-0.03612909
-0.00375995
0.08328300
0.18322869
0.25636566
0.27658121
0.23789528
0.15439785
0.05404393
-0.03141864
-0.07705363
-0.07253390
-0.02481239
0.04495414
0.10901279
0.14253690
0.13190754
0.07907268
0.00062326
-0.07803806
-0.13146163
-0.14292544
-0.11029367
-0.04697979
0.02236977
0.07011951
0.07514251
0.03042131
-0.05386374
-0.15297692
-0.23538589
-0.27332478
-0.25283096
-0.17992702
-0.08067709
0.00533591
0.03652368
-0.01743495
-0.16452130
-0.38502036
-0.63387729
-0.85058628
-0.97422209
-0.95963541
-0.79034591
-0.48444871
-0.09170153
0.31763491
0.66935266
0.90289764
0.98537346
0.91830548
0.73552827
0.49299654
0.25349511
0.07052534
-0.02427876
-0.02699746
0.04066097
0.14029809
0.22965160
0.27539250
0.26219578
0.19567720
0.09873141
0.00280381
-0.06291943
-0.08092874
-0.05053195
0.01271036
0.08283436
0.13252710
0.14234531
0.10708445
0.03726754
-0.04465993
-0.11211326
-0.14352353
-0.12981472
-0.07769833
-0.00764101
0.05289648
0.07877980
0.05602114
-0.01287697
-0.10897793
-0.20258665
-0.26293341
-0.26887689
-0.21716172
-0.12537197
-0.02825576
0.03188533
0.01815471
-0.08840488
-0.28056014
-0.52370326
-0.76256571
-0.93438200
-0.98511774
-0.88435744
-0.63466859
-0.27268226
0.13863203
0.52459809
0.81655639
0.96800260
0.96490554
0.82758414
0.60385204
0.35551472
0.14205681
0.00599909
-0.03622241
0.00430657
0.09514552
0.19405430
0.26230426
0.27580280
0.23093865
0.14377500
0.04326939
-0.03904016
-0.07949118
-0.06962069
-0.01819960
0.05243621
0.11435600
0.14358040
0.12805007
0.07144453
-0.00832969
-0.08541254
-0.13490781
-0.14147127
-0.10470424
-0.03952543
0.02866877
0.07252860
0.07218734
0.02246968
-0.06462499
-0.16319158
-0.24162123
-0.27327073
-0.24621703
-0.16883769
-0.06912001
0.01252746
0.03516002
-0.02948524
-0.18640608
-0.41278024
-0.66121499
-0.87036336
-0.98029900
-0.94855683
-0.76239874
-0.44378160
-0.04544775
0.36101589
0.70208328
0.91971103
0.98468376
0.90242298
0.70988557
0.46462066
0.22915887
0.05508431
-0.02892730
-0.02208728
0.05145368
0.15215699
0.23812708
0.27766831
0.25776472
0.18626801
0.08755983
-0.00658043
-0.06780973
-0.08029452
-0.04526286
0.02019837
0.08947702
0.13567108
0.14063685
0.10089958
0.02855095
-0.05308517
-0.11753011
-0.14426878
-0.12587170
-0.07073175
-0.00045402
0.05731146
0.07828668
0.05013204
-0.02274068
-0.11986738
-0.21095518
-0.26583565
-0.26505694
-0.20766595
-0.11345308
-0.01854651
0.03472315
0.01092499
-0.10624161
-0.30638105
-0.55210121
-0.78655893
-0.94715918
-0.98185511
-0.86360589
-0.59891352
-0.22789821
0.18433549
0.56289195
0.84086613
0.97502103
0.95525289
0.80545950
0.57579605
0.32864174
0.12224788
-0.00345936
-0.03521183
0.01306047
0.10714624
0.20450689
