freq_hz,relay,magnitude_mV,pk_pk_mV
120000,SE,0.094471,44.740
122000,NW,0.167733,53.713
122000,NE,0.135964,53.713
122000,SE,0.131883,53.713
124000,NW,0.116042,44.740
124000,NE,0.170328,62.654
124000,SE,0.142329,44.740
126000,NW,0.112685,53.713
126000,NE,0.190684,44.740
126000,SE,0.093905,44.740
128000,NW,0.162514,62.654
128000,NE,0.091385,44.740
128000,SE,0.194962,53.713
130000,NW,0.076376,53.713
130000,NE,0.155593,62.654
130000,SE,0.092170,53.713
132000,NW,0.186776,53.713
132000,NE,0.206294,44.771
132000,SE,0.146605,44.740
134000,NW,0.221376,53.713
134000,NE,0.091093,53.713
134000,SE,0.149908,53.713
136000,NW,0.119700,53.713
136000,NE,0.228342,53.713
136000,SE,0.132884,53.713
138000,NW,0.169504,44.771
138000,NE,0.164177,44.740
138000,SE,0.139248,44.740
140000,NW,0.183309,35.798
140000,NE,0.177958,35.798
140000,SE,0.145307,53.713
142000,NW,0.102476,62.654
142000,NE,0.164822,44.740
142000,SE,0.131407,53.713
144000,NW,0.307187,44.771
144000,NE,0.108649,44.771
144000,SE,0.138819,44.771
146000,NW,0.105727,35.798
146000,NE,0.151150,53.713
146000,SE,0.151502,35.798
148000,NW,0.134516,44.740
148000,NE,0.168600,62.654
148000,SE,0.089497,44.771
150000,NW,0.164176,53.713
150000,NE,0.057052,53.713
150000,SE,0.225019,44.771
152000,NW,0.114331,44.771
152000,NE,0.279501,53.713
152000,SE,0.190156,53.713
154000,NW,0.178068,53.713
154000,NE,0.231767,53.713
154000,SE,0.133486,53.713
156000,NW,0.149445,44.771
156000,NE,0.146349,53.713
156000,SE,0.143973,53.713
158000,NW,0.206843,53.713
158000,NE,0.208183,44.771
158000,SE,0.209392,44.740
160000,NW,0.169841,44.771
160000,NE,0.116298,53.713
160000,SE,0.196642,35.798
162000,NW,0.221962,44.740
162000,NE,0.123232,53.713
162000,SE,0.156616,44.740
164000,NW,0.158159,44.740
164000,NE,0.139853,35.798
164000,SE,0.163009,44.740
166000,NW,0.148642,44.771
166000,NE,0.175496,53.713
166000,SE,0.147586,44.740
168000,NW,0.223373,44.740
168000,NE,0.079103,62.654
168000,SE,0.086332,44.740
170000,NW,0.188328,53.713
170000,NE,0.100689,44.740
170000,SE,0.144958,53.713
172000,NW,0.729230,53.713
172000,NE,0.244020,62.654
172000,SE,0.693395,53.713
174000,NW,0.127902,62.654
174000,NE,0.161167,44.740
174000,SE,0.252466,53.713
176000,NW,0.123009,53.713
176000,NE,0.169053,62.654
176000,SE,0.070369,53.713
178000,NW,0.156075,53.713
178000,NE,0.163382,53.713
178000,SE,0.148997,53.713
180000,NW,0.165417,53.713
180000,NE,0.105312,44.740
180000,SE,0.226628,44.771
182000,NW,0.082023,53.713
182000,NE,0.151687,44.740
182000,SE,0.144835,53.713
184000,NW,0.145656,44.771
184000,NE,0.111914,62.654
184000,SE,0.237554,44.740
186000,NW,0.117183,44.771
186000,NE,0.161583,53.713
186000,SE,0.193929,44.740
188000,NW,0.150091,44.771
188000,NE,0.196561,62.654
188000,SE,0.114199,44.771
190000,NW,0.151101,44.771
190000,NE,0.255115,62.654
190000,SE,0.159633,53.713
192000,NW,0.155652,53.713
192000,NE,0.177532,53.713
192000,SE,0.143718,53.713
194000,NW,0.178120,44.771
194000,NE,0.112513,44.740
194000,SE,0.131534,44.740
196000,NW,0.109910,53.713
196000,NE,0.126619,44.771
196000,SE,0.104785,44.740
198000,NW,0.282414,53.713
198000,NE,0.153407,53.713
198000,SE,0.108677,53.713
200000,NW,0.273936,53.713
200000,NE,0.091716,44.771
200000,SE,0.174327,44.740
202000,NW,0.198122,44.771
202000,NE,0.134294,44.771
202000,SE,0.202208,53.713
204000,NW,0.123414,35.798
204000,NE,0.205906,44.740
204000,SE,0.130344,44.740
206000,NW,0.106496,53.713
206000,NE,0.158501,44.740
206000,SE,0.111914,44.771
208000,NW,0.185496,53.713
208000,NE,0.161950,44.740
208000,SE,0.092726,44.740
210000,NW,0.147093,62.654
210000,NE,0.082779,44.740
210000,SE,0.133260,44.771
212000,NW,0.124936,53.713
212000,NE,0.160829,44.771
212000,SE,0.258419,44.771
214000,NW,0.187151,62.654
214000,NE,0.151410,53.713
214000,SE,0.238917,44.771
216000,NW,0.178342,62.654
216000,NE,0.141593,53.713
216000,SE,0.170683,53.713
218000,NW,0.114825,44.740
218000,NE,0.184911,44.771
218000,SE,0.076822,44.740
220000,NW,0.247542,35.798
220000,NE,0.162138,53.713
220000,SE,0.137971,44.740
222000,NW,0.101553,53.713
222000,NE,0.238145,44.740
222000,SE,0.230067,53.713
224000,NW,0.120427,53.713
224000,NE,0.157671,44.771
224000,SE,0.125380,53.713
226000,NW,0.153430,44.771
226000,NE,0.213265,53.713
226000,SE,0.160516,44.771
228000,NW,0.135364,44.771
228000,NE,0.235833,53.713
228000,SE,0.193593,44.771
230000,NW,0.125152,35.798
230000,NE,0.178526,53.713
230000,SE,0.200350,44.771
232000,NW,0.167074,53.713
232000,NE,0.122095,53.713
232000,SE,0.286943,44.771
234000,NW,0.144608,53.713
234000,NE,0.242624,53.713
234000,SE,0.175279,44.740
236000,NW,0.132065,35.798
236000,NE,0.166477,53.713
236000,SE,0.091975,53.713
238000,NW,0.157282,62.654
238000,NE,0.195666,53.713
238000,SE,0.180132,44.740
240000,NW,0.152637,44.771
240000,NE,0.199588,53.713
240000,SE,0.188373,53.713
242000,NW,0.128387,44.740
242000,NE,0.290007,53.713
242000,SE,0.112796,35.798
244000,NW,0.140488,53.713
244000,NE,0.111301,44.740
244000,SE,0.138807,53.713
246000,NW,0.102261,53.713
246000,NE,0.247638,62.654
246000,SE,0.127586,53.713
248000,NW,0.119936,53.713
248000,NE,0.153867,44.740
248000,SE,0.096053,53.713
250000,NW,0.125583,35.829
250000,NE,0.122241,53.713
250000,SE,0.224711,53.713
252000,NW,0.145532,53.713
252000,NE,0.102372,53.713
252000,SE,0.288535,53.713
254000,NW,0.128236,44.771
254000,NE,0.193544,53.713
254000,SE,0.168836,44.740
256000,NW,0.136145,53.713
256000,NE,0.181301,53.713
256000,SE,0.215113,53.713
258000,NW,0.088405,53.713
258000,NE,0.217449,53.713
258000,SE,0.128847,53.713
260000,NW,0.130682,62.654
260000,NE,0.180464,44.771
260000,SE,0.234914,44.771
262000,NW,0.264381,53.713
262000,NE,0.163647,53.713
262000,SE,0.380124,44.740
264000,NW,0.081388,53.713
264000,NE,0.233126,62.654
264000,SE,0.150858,53.713
266000,NW,0.131468,53.713
266000,NE,0.171345,53.713
266000,SE,0.163123,62.654
268000,NW,0.091910,44.771
268000,NE,0.334242,53.713
268000,SE,0.204021,44.771
270000,NW,0.156479,53.713
270000,NE,0.203906,53.713
270000,SE,0.119339,44.771
272000,NW,0.109760,44.740
272000,NE,0.119032,53.713
272000,SE,0.244261,44.740
274000,NW,0.162129,53.713
274000,NE,0.168575,62.654
274000,SE,0.152615,44.740
276000,NW,0.083330,53.713
276000,NE,0.167342,62.654
276000,SE,0.230015,44.771
278000,NW,0.100444,53.713
278000,NE,0.138393,53.713
278000,SE,0.183173,53.713
280000,NW,0.133161,44.740
280000,NE,0.200480,53.713
280000,SE,0.142509,53.713
282000,NW,0.106868,53.713
282000,NE,0.228357,62.654
282000,SE,0.213406,44.771
284000,NW,0.188216,44.740
284000,NE,0.196016,53.713
284000,SE,0.193569,44.771
286000,NW,0.135099,62.654
286000,NE,0.160247,53.713
286000,SE,0.121979,35.798
288000,NW,0.152649,53.713
288000,NE,0.122656,53.713
288000,SE,0.167203,44.740
290000,NW,0.217364,53.713
290000,NE,0.239768,53.713
290000,SE,0.401242,35.798
292000,NW,0.351269,44.740
292000,NE,0.320111,53.713
292000,SE,0.221451,53.713
294000,NW,0.096452,53.713
294000,NE,0.154969,44.740
294000,SE,0.222230,53.713
296000,NW,0.249465,53.713
296000,NE,0.160377,35.798
296000,SE,0.134785,53.713
298000,NW,0.130702,53.713
298000,NE,0.090080,53.713
298000,SE,0.136321,44.740
300000,NW,0.167244,44.771
300000,NE,0.134689,53.713
300000,SE,0.165346,53.713
302000,NW,0.231297,62.654
302000,NE,0.081538,62.654
302000,SE,0.221550,44.740
304000,NW,0.206514,35.798
304000,NE,0.162805,53.713
304000,SE,0.125500,35.798
306000,NW,0.210831,53.713
306000,NE,0.155488,62.654
306000,SE,0.199884,53.713
308000,NW,0.141936,62.654
308000,NE,0.174838,53.713
308000,SE,0.155582,53.713
310000,NW,0.134679,62.654
310000,NE,0.141717,44.771
310000,SE,0.222177,53.713
312000,NW,0.082780,53.713
312000,NE,0.176877,44.740
312000,SE,0.142578,53.713
314000,NW,0.174769,53.713
314000,NE,0.116496,53.713
314000,SE,0.356373,53.713
316000,NW,0.171633,44.771
316000,NE,0.101026,53.713
316000,SE,0.163943,53.713
318000,NW,0.162914,44.740
318000,NE,0.171980,53.713
318000,SE,0.116138,53.713
320000,NW,0.119723,53.713
320000,NE,0.074559,53.713
320000,SE,0.099912,53.713
322000,NW,0.280319,53.713
322000,NE,0.179744,53.713
322000,SE,0.159488,44.771
324000,NW,0.128736,44.740
324000,NE,0.156497,53.713
324000,SE,0.141337,44.740
326000,NW,0.130837,44.771
326000,NE,0.136424,53.713
326000,SE,0.240032,44.740
328000,NW,0.194285,35.798
328000,NE,0.123535,53.713
328000,SE,0.214565,44.740
330000,NW,0.224955,62.654
330000,NE,0.119612,53.713
330000,SE,0.083960,53.713
332000,NW,0.144136,62.654
332000,NE,0.225125,62.654
332000,SE,0.131215,53.713
334000,NW,0.174244,53.713
334000,NE,0.198900,44.740
334000,SE,0.136103,53.713
336000,NW,0.224124,44.740
336000,NE,0.195047,62.654
336000,SE,0.176925,35.829
338000,NW,0.133896,53.713
338000,NE,0.265977,53.713
338000,SE,0.169134,44.740
340000,NW,0.162390,53.713
340000,NE,0.129373,44.771
340000,SE,0.136348,53.713
342000,NW,0.093935,53.713
342000,NE,0.155057,44.740
342000,SE,0.134568,44.740
344000,NW,0.096820,53.713
344000,NE,0.218790,53.713
344000,SE,0.126504,44.740
346000,NW,0.166131,44.771
346000,NE,0.201388,53.713
346000,SE,0.181072,53.713
348000,NW,0.086925,53.713
348000,NE,0.079453,44.771
348000,SE,0.172537,53.713
350000,NW,0.171042,53.713
350000,NE,0.232323,62.654
350000,SE,0.100107,53.713
