freq_hz,relay,magnitude_mV,pk_pk_mV
162000,NE,0.331435,62.654
162000,SE,0.174695,44.771
164000,NW,0.192896,71.627
164000,NE,0.183749,53.713
164000,SE,0.284041,62.654
166000,NW,0.272751,71.627
166000,NE,0.193328,71.627
166000,SE,0.147130,44.740
168000,NW,0.255938,62.654
168000,NE,0.397477,62.654
168000,SE,0.139903,44.740
170000,NW,0.302965,53.713
170000,NE,0.216075,53.713
170000,SE,0.135997,53.713
172000,NW,0.411422,53.713
172000,NE,0.731957,44.740
172000,SE,0.646342,53.713
174000,NW,0.570018,53.713
174000,NE,0.349746,53.713
174000,SE,0.199558,53.713
176000,NW,0.472385,53.713
176000,NE,0.256237,71.627
176000,SE,0.171393,62.654
178000,NW,0.396134,44.740
178000,NE,0.462701,71.627
178000,SE,0.123468,53.713
180000,NW,0.304879,53.713
180000,NE,0.228893,44.740
180000,SE,0.159675,53.713
182000,NW,0.414077,62.654
182000,NE,0.170247,53.713
182000,SE,0.238206,53.713
184000,NW,0.527372,71.627
184000,NE,0.125854,62.685
184000,SE,0.118550,53.713
186000,NW,0.316237,53.713
186000,NE,0.266691,71.627
186000,SE,0.287469,53.713
188000,NW,0.261202,53.713
188000,NE,0.087032,53.713
188000,SE,0.195453,53.713
190000,NW,0.352192,53.713
190000,NE,0.113092,62.654
190000,SE,0.153627,62.654
192000,NW,0.551529,44.740
192000,NE,0.197508,44.771
192000,SE,0.142772,44.771
194000,NW,0.897007,44.771
194000,NE,0.331505,62.654
194000,SE,0.091903,53.713
196000,NW,0.811089,71.627
196000,NE,0.531084,62.654
196000,SE,0.262031,62.654
198000,NW,0.884416,53.713
198000,NE,1.694225,53.713
198000,SE,0.151504,53.713
200000,NW,0.687498,44.740
200000,NE,1.615604,62.654
200000,SE,0.151312,53.713
202000,NW,1.738304,62.654
202000,NE,0.941959,53.713
202000,SE,0.187233,62.654
204000,NW,0.874688,62.654
204000,NE,1.407492,62.654
204000,SE,0.091108,53.713
206000,NW,1.127416,44.771
206000,NE,1.041301,44.740
206000,SE,0.190164,53.713
208000,NW,1.518638,62.654
208000,NE,1.252774,44.771
208000,SE,0.110574,53.713
210000,NW,2.603875,62.654
210000,NE,0.868637,53.713
210000,SE,0.132726,44.740
212000,NW,2.020233,44.740
212000,NE,0.558127,44.771
212000,SE,0.208336,53.713
214000,NW,2.441843,62.654
214000,NE,0.797297,53.713
214000,SE,0.189606,53.713
216000,NW,2.080279,62.654
216000,NE,1.149036,62.654
216000,SE,0.119106,44.771
218000,NW,2.876419,71.627
218000,NE,0.544580,62.654
218000,SE,0.157577,53.713
220000,NW,2.982203,71.627
220000,NE,0.848808,53.713
220000,SE,0.129930,53.713
222000,NW,2.068118,53.713
222000,NE,0.876016,62.654
222000,SE,0.116269,53.713
224000,NW,3.645047,53.713
224000,NE,0.594076,62.654
224000,SE,0.102030,53.713
226000,NW,3.186044,71.627
226000,NE,0.510524,44.740
226000,SE,0.175782,53.713
228000,NW,3.953617,62.654
228000,NE,0.600925,62.654
228000,SE,0.141378,53.713
230000,NW,4.354538,62.654
230000,NE,0.782340,44.771
230000,SE,0.127510,44.740
232000,NW,4.492852,62.654
232000,NE,0.486291,62.654
232000,SE,0.100423,53.713
234000,NW,2.424400,53.713
234000,NE,0.322809,53.713
234000,SE,0.102963,62.654
236000,NW,2.580283,53.713
236000,NE,0.311325,62.654
236000,SE,0.134145,62.654
238000,NW,1.856760,44.740
238000,NE,0.545231,62.654
238000,SE,0.145111,53.713
240000,NW,2.319510,53.713
240000,NE,1.014950,71.627
240000,SE,0.077364,53.713
242000,NW,3.555745,62.654
242000,NE,0.620149,62.654
242000,SE,0.147591,53.713
244000,NW,4.072157,53.713
244000,NE,0.934855,71.627
244000,SE,0.145983,44.740
246000,NW,5.184928,44.740
246000,NE,0.610361,53.713
246000,SE,0.149757,53.713
248000,NW,4.151618,62.654
248000,NE,0.453250,62.654
248000,SE,0.215216,53.713
250000,NW,2.351270,53.713
250000,NE,0.781559,53.713
250000,SE,0.163819,53.713
252000,NW,2.136957,62.654
252000,NE,0.355020,53.713
252000,SE,0.178380,62.654
254000,NW,1.617404,71.627
254000,NE,0.276882,62.685
254000,SE,0.134480,53.713
256000,NW,3.085506,62.654
256000,NE,0.949110,53.713
256000,SE,0.158777,53.713
258000,NW,3.904783,71.627
258000,NE,0.945592,53.713
258000,SE,0.117571,53.713
260000,NW,3.509036,53.713
260000,NE,1.328007,62.654
260000,SE,0.120118,62.654
262000,NW,4.137186,62.654
262000,NE,1.136207,35.829
262000,SE,0.555731,44.771
264000,NW,3.362978,62.654
264000,NE,0.882681,62.654
264000,SE,0.254553,53.713
266000,NW,3.576692,53.713
266000,NE,0.764400,71.627
266000,SE,0.153641,53.713
268000,NW,3.466229,53.713
268000,NE,0.957192,53.713
268000,SE,0.128773,53.713
270000,NW,2.830131,62.654
270000,NE,1.032337,62.654
270000,SE,0.161319,62.654
272000,NW,2.606563,53.713
272000,NE,0.962216,62.654
272000,SE,0.096374,53.713
274000,NW,3.094656,62.654
274000,NE,0.829143,71.627
274000,SE,0.170700,53.713
276000,NW,2.628352,53.713
276000,NE,1.633664,71.627
276000,SE,0.157186,62.654
278000,NW,2.776812,62.654
278000,NE,1.003747,62.654
278000,SE,0.200875,44.771
280000,NW,0.982698,62.654
280000,NE,1.748242,71.627
280000,SE,0.168891,53.713
282000,NW,1.151599,62.654
282000,NE,2.091569,71.627
282000,SE,0.079727,53.713
284000,NW,1.254573,62.654
284000,NE,1.695147,71.627
284000,SE,0.235274,62.654
286000,NW,2.249038,62.654
286000,NE,3.488713,62.654
286000,SE,0.110861,44.740
288000,NW,2.637791,53.713
288000,NE,3.971310,44.740
288000,SE,0.144287,53.713
290000,NW,2.227782,71.627
290000,NE,4.100425,62.654
290000,SE,0.356690,62.654
292000,NW,3.585296,44.771
292000,NE,2.231390,62.654
292000,SE,0.182367,53.713
294000,NW,2.929645,53.713
294000,NE,3.015920,53.713
294000,SE,0.097239,53.713
296000,NW,4.070718,44.740
296000,NE,2.219895,62.654
296000,SE,0.136393,53.713
298000,NW,3.167390,71.627
298000,NE,2.042217,62.654
298000,SE,0.193989,53.713
300000,NW,2.961854,62.654
300000,NE,2.336465,44.771
300000,SE,0.265189,62.654
302000,NW,4.029773,62.654
302000,NE,2.448300,53.713
302000,SE,0.145050,44.771
304000,NW,3.608846,53.713
304000,NE,1.299127,62.654
304000,SE,0.141566,35.798
306000,NW,3.094517,53.713
306000,NE,1.461034,53.713
306000,SE,0.185914,53.713
308000,NW,2.922906,53.713
308000,NE,2.216701,71.627
308000,SE,0.119444,53.713
310000,NW,3.758323,44.771
310000,NE,1.854490,62.654
310000,SE,0.254742,62.654
312000,NW,3.555035,53.713
312000,NE,3.275196,44.740
312000,SE,0.232300,44.740
314000,NW,3.834469,53.713
314000,NE,2.882969,62.654
314000,SE,0.185650,53.713
316000,NW,3.782811,71.627
316000,NE,3.514663,62.654
316000,SE,0.141144,53.713
318000,NW,5.252651,71.627
318000,NE,4.768221,62.654
318000,SE,0.233319,53.713
320000,NW,5.412373,62.654
320000,NE,5.310039,53.713
320000,SE,0.155946,53.713
322000,NW,4.017123,71.627
322000,NE,3.831952,71.627
322000,SE,0.253368,53.713
324000,NW,2.236480,44.740
324000,NE,4.032199,62.654
324000,SE,0.162745,62.654
326000,NW,2.917592,62.654
326000,NE,4.788230,62.654
326000,SE,0.233371,44.771
328000,NW,1.738782,62.654
328000,NE,5.368431,71.627
328000,SE,0.182269,53.713
330000,NW,1.641261,71.627
330000,NE,4.803263,53.713
330000,SE,0.217755,53.713
332000,NW,1.285187,62.654
332000,NE,4.708173,53.713
332000,SE,0.115737,53.713
334000,NW,2.686478,53.713
334000,NE,4.143065,71.627
334000,SE,0.195048,53.713
336000,NW,2.400722,53.713
336000,NE,3.894349,71.627
336000,SE,0.138314,53.713
338000,NW,1.301750,53.713
338000,NE,3.538177,53.713
338000,SE,0.143699,53.713
340000,NW,1.233103,44.771
340000,NE,3.058813,71.596
340000,SE,0.165129,53.713
342000,NW,0.413117,62.654
342000,NE,4.194757,53.713
342000,SE,0.192832,53.713
344000,NW,1.205021,62.654
344000,NE,2.873541,44.740
344000,SE,0.167957,53.713
346000,NW,1.853127,53.713
346000,NE,3.624900,71.627
346000,SE,0.148536,62.654
348000,NW,1.884207,44.740
348000,NE,3.268105,44.740
348000,SE,0.111196,53.713
350000,NW,2.793226,53.713
350000,NE,2.952846,53.713
350000,SE,0.118144,53.713
